,fecha,autoridad_ambiental,nombre_de_la_estaci_n,tecnolog_a,latitud,longitud,c_digo_del_departamento,departamento,c_digo_del_municipio,nombre_del_municipio,tipo_de_estaci_n,tiempo_de_exposici_n,variable,unidades,concentraci_n,geocoded_column
78,18/08/2012 12:00:00 a. m.,CAM,CAM Norte,Manual,2.9625,-75.297467,41,HUILA,41001,NEIVA,Fija,24,PM2.5,µg/m3,11.89,"{'latitude': '2.9625', 'longitude': '-75.297467'}"
79,19/08/2012 12:00:00 a. m.,CAM,CAM Norte,Manual,2.9625,-75.297467,41,HUILA,41001,NEIVA,Fija,24,PM2.5,µg/m3,14.1,"{'latitude': '2.9625', 'longitude': '-75.297467'}"
80,20/08/2012 12:00:00 a. m.,CAM,CAM Norte,Manual,2.9625,-75.297467,41,HUILA,41001,NEIVA,Fija,24,PM2.5,µg/m3,6.61,"{'latitude': '2.9625', 'longitude': '-75.297467'}"
81,21/08/2012 12:00:00 a. m.,CAM,CAM Norte,Manual,2.9625,-75.297467,41,HUILA,41001,NEIVA,Fija,24,PM2.5,µg/m3,10.13,"{'latitude': '2.9625', 'longitude': '-75.297467'}"
82,22/08/2012 12:00:00 a. m.,CAM,CAM Norte,Manual,2.9625,-75.297467,41,HUILA,41001,NEIVA,Fija,24,PM2.5,µg/m3,12.78,"{'latitude': '2.9625', 'longitude': '-75.297467'}"
83,23/08/2012 12:00:00 a. m.,CAM,CAM Norte,Manual,2.9625,-75.297467,41,HUILA,41001,NEIVA,Fija,24,PM2.5,µg/m3,10.57,"{'latitude': '2.9625', 'longitude': '-75.297467'}"
84,24/08/2012 12:00:00 a. m.,CAM,CAM Norte,Manual,2.9625,-75.297467,41,HUILA,41001,NEIVA,Fija,24,PM2.5,µg/m3,9.25,"{'latitude': '2.9625', 'longitude': '-75.297467'}"
85,25/08/2012 12:00:00 a. m.,CAM,CAM Norte,Manual,2.9625,-75.297467,41,HUILA,41001,NEIVA,Fija,24,PM2.5,µg/m3,10.13,"{'latitude': '2.9625', 'longitude': '-75.297467'}"
86,26/08/2012 12:00:00 a. m.,CAM,CAM Norte,Manual,2.9625,-75.297467,41,HUILA,41001,NEIVA,Fija,24,PM2.5,µg/m3,7.05,"{'latitude': '2.9625', 'longitude': '-75.297467'}"
87,27/08/2012 12:00:00 a. m.,CAM,CAM Norte,Manual,2.9625,-75.297467,41,HUILA,41001,NEIVA,Fija,24,PM2.5,µg/m3,8.81,"{'latitude': '2.9625', 'longitude': '-75.297467'}"
88,28/08/2012 12:00:00 a. m.,CAM,CAM Norte,Manual,2.9625,-75.297467,41,HUILA,41001,NEIVA,Fija,24,PM2.5,µg/m3,26.43,"{'latitude': '2.9625', 'longitude': '-75.297467'}"
89,29/08/2012 12:00:00 a. m.,CAM,CAM Norte,Manual,2.9625,-75.297467,41,HUILA,41001,NEIVA,Fija,24,PM2.5,µg/m3,10.57,"{'latitude': '2.9625', 'longitude': '-75.297467'}"
90,14/09/2012 12:00:00 a. m.,CAM,CAM Norte,Manual,2.9625,-75.297467,41,HUILA,41001,NEIVA,Fija,24,PM2.5,µg/m3,19.11,"{'latitude': '2.9625', 'longitude': '-75.297467'}"
91,15/09/2012 12:00:00 a. m.,CAM,CAM Norte,Manual,2.9625,-75.297467,41,HUILA,41001,NEIVA,Fija,24,PM2.5,µg/m3,15.11,"{'latitude': '2.9625', 'longitude': '-75.297467'}"
92,16/09/2012 12:00:00 a. m.,CAM,CAM Norte,Manual,2.9625,-75.297467,41,HUILA,41001,NEIVA,Fija,24,PM2.5,µg/m3,14.67,"{'latitude': '2.9625', 'longitude': '-75.297467'}"
93,17/09/2012 12:00:00 a. m.,CAM,CAM Norte,Manual,2.9625,-75.297467,41,HUILA,41001,NEIVA,Fija,24,PM2.5,µg/m3,19.56,"{'latitude': '2.9625', 'longitude': '-75.297467'}"
