,fecha,autoridad_ambiental,nombre_de_la_estaci_n,tecnolog_a,latitud,longitud,c_digo_del_departamento,departamento,c_digo_del_municipio,nombre_del_municipio,tipo_de_estaci_n,tiempo_de_exposici_n,variable,unidades,concentraci_n,geocoded_column
67,07/06/2013 12:00:00 a. m.,CORPOCESAR,ZM01 La Loma Centro,Manual,9.614167,-73.604444,20,CESAR,20250,EL PASO,Fija,24,PM2.5,µg/m3,23.47,"{'latitude': '9.614167', 'longitude': '-73.604444'}"
68,10/06/2013 12:00:00 a. m.,CORPOCESAR,ZM01 La Loma Centro,Manual,9.614167,-73.604444,20,CESAR,20250,EL PASO,Fija,24,PM2.5,µg/m3,23.62,"{'latitude': '9.614167', 'longitude': '-73.604444'}"
69,13/06/2013 12:00:00 a. m.,CORPOCESAR,ZM01 La Loma Centro,Manual,9.614167,-73.604444,20,CESAR,20250,EL PASO,Fija,24,PM2.5,µg/m3,18.31,"{'latitude': '9.614167', 'longitude': '-73.604444'}"
70,19/06/2013 12:00:00 a. m.,CORPOCESAR,ZM01 La Loma Centro,Manual,9.614167,-73.604444,20,CESAR,20250,EL PASO,Fija,24,PM2.5,µg/m3,30.19,"{'latitude': '9.614167', 'longitude': '-73.604444'}"
71,22/06/2013 12:00:00 a. m.,CORPOCESAR,ZM01 La Loma Centro,Manual,9.614167,-73.604444,20,CESAR,20250,EL PASO,Fija,24,PM2.5,µg/m3,37.35,"{'latitude': '9.614167', 'longitude': '-73.604444'}"
72,25/06/2013 12:00:00 a. m.,CORPOCESAR,ZM01 La Loma Centro,Manual,9.614167,-73.604444,20,CESAR,20250,EL PASO,Fija,24,PM2.5,µg/m3,12.15,"{'latitude': '9.614167', 'longitude': '-73.604444'}"
73,02/09/2013 12:00:00 a. m.,CORPOCESAR,ZM01 La Loma Centro,Manual,9.614167,-73.604444,20,CESAR,20250,EL PASO,Fija,24,PM2.5,µg/m3,13.25,"{'latitude': '9.614167', 'longitude': '-73.604444'}"
74,05/09/2013 12:00:00 a. m.,CORPOCESAR,ZM01 La Loma Centro,Manual,9.614167,-73.604444,20,CESAR,20250,EL PASO,Fija,24,PM2.5,µg/m3,12.37,"{'latitude': '9.614167', 'longitude': '-73.604444'}"
75,08/09/2013 12:00:00 a. m.,CORPOCESAR,ZM01 La Loma Centro,Manual,9.614167,-73.604444,20,CESAR,20250,EL PASO,Fija,24,PM2.5,µg/m3,10.91,"{'latitude': '9.614167', 'longitude': '-73.604444'}"
76,11/09/2013 12:00:00 a. m.,CORPOCESAR,ZM01 La Loma Centro,Manual,9.614167,-73.604444,20,CESAR,20250,EL PASO,Fija,24,PM2.5,µg/m3,12.57,"{'latitude': '9.614167', 'longitude': '-73.604444'}"
77,17/09/2013 12:00:00 a. m.,CORPOCESAR,ZM01 La Loma Centro,Manual,9.614167,-73.604444,20,CESAR,20250,EL PASO,Fija,24,PM2.5,µg/m3,20.01,"{'latitude': '9.614167', 'longitude': '-73.604444'}"
78,23/09/2013 12:00:00 a. m.,CORPOCESAR,ZM01 La Loma Centro,Manual,9.614167,-73.604444,20,CESAR,20250,EL PASO,Fija,24,PM2.5,µg/m3,23.44,"{'latitude': '9.614167', 'longitude': '-73.604444'}"
79,29/09/2013 12:00:00 a. m.,CORPOCESAR,ZM01 La Loma Centro,Manual,9.614167,-73.604444,20,CESAR,20250,EL PASO,Fija,24,PM2.5,µg/m3,15.37,"{'latitude': '9.614167', 'longitude': '-73.604444'}"
80,02/10/2013 12:00:00 a. m.,CORPOCESAR,ZM01 La Loma Centro,Manual,9.614167,-73.604444,20,CESAR,20250,EL PASO,Fija,24,PM2.5,µg/m3,23.86,"{'latitude': '9.614167', 'longitude': '-73.604444'}"
81,05/10/2013 12:00:00 a. m.,CORPOCESAR,ZM01 La Loma Centro,Manual,9.614167,-73.604444,20,CESAR,20250,EL PASO,Fija,24,PM2.5,µg/m3,18.49,"{'latitude': '9.614167', 'longitude': '-73.604444'}"
82,08/10/2013 12:00:00 a. m.,CORPOCESAR,ZM01 La Loma Centro,Manual,9.614167,-73.604444,20,CESAR,20250,EL PASO,Fija,24,PM2.5,µg/m3,22.51,"{'latitude': '9.614167', 'longitude': '-73.604444'}"
83,11/10/2013 12:00:00 a. m.,CORPOCESAR,ZM01 La Loma Centro,Manual,9.614167,-73.604444,20,CESAR,20250,EL PASO,Fija,24,PM2.5,µg/m3,15.33,"{'latitude': '9.614167', 'longitude': '-73.604444'}"
84,14/10/2013 12:00:00 a. m.,CORPOCESAR,ZM01 La Loma Centro,Manual,9.614167,-73.604444,20,CESAR,20250,EL PASO,Fija,24,PM2.5,µg/m3,16.2,"{'latitude': '9.614167', 'longitude': '-73.604444'}"
85,17/10/2013 12:00:00 a. m.,CORPOCESAR,ZM01 La Loma Centro,Manual,9.614167,-73.604444,20,CESAR,20250,EL PASO,Fija,24,PM2.5,µg/m3,12.7,"{'latitude': '9.614167', 'longitude': '-73.604444'}"
86,20/10/2013 12:00:00 a. m.,CORPOCESAR,ZM01 La Loma Centro,Manual,9.614167,-73.604444,20,CESAR,20250,EL PASO,Fija,24,PM2.5,µg/m3,20.15,"{'latitude': '9.614167', 'longitude': '-73.604444'}"
87,26/10/2013 12:00:00 a. m.,CORPOCESAR,ZM01 La Loma Centro,Manual,9.614167,-73.604444,20,CESAR,20250,EL PASO,Fija,24,PM2.5,µg/m3,19.99,"{'latitude': '9.614167', 'longitude': '-73.604444'}"
88,29/10/2013 12:00:00 a. m.,CORPOCESAR,ZM01 La Loma Centro,Manual,9.614167,-73.604444,20,CESAR,20250,EL PASO,Fija,24,PM2.5,µg/m3,17.57,"{'latitude': '9.614167', 'longitude': '-73.604444'}"
89,01/11/2013 12:00:00 a. m.,CORPOCESAR,ZM01 La Loma Centro,Manual,9.614167,-73.604444,20,CESAR,20250,EL PASO,Fija,24,PM2.5,µg/m3,10.93,"{'latitude': '9.614167', 'longitude': '-73.604444'}"
90,04/11/2013 12:00:00 a. m.,CORPOCESAR,ZM01 La Loma Centro,Manual,9.614167,-73.604444,20,CESAR,20250,EL PASO,Fija,24,PM2.5,µg/m3,10.52,"{'latitude': '9.614167', 'longitude': '-73.604444'}"
91,01/12/2013 12:00:00 a. m.,CORPOCESAR,ZM01 La Loma Centro,Manual,9.614167,-73.604444,20,CESAR,20250,EL PASO,Fija,24,PM2.5,µg/m3,19.62,"{'latitude': '9.614167', 'longitude': '-73.604444'}"
92,07/12/2013 12:00:00 a. m.,CORPOCESAR,ZM01 La Loma Centro,Manual,9.614167,-73.604444,20,CESAR,20250,EL PASO,Fija,24,PM2.5,µg/m3,12.51,"{'latitude': '9.614167', 'longitude': '-73.604444'}"
93,10/12/2013 12:00:00 a. m.,CORPOCESAR,ZM01 La Loma Centro,Manual,9.614167,-73.604444,20,CESAR,20250,EL PASO,Fija,24,PM2.5,µg/m3,18.29,"{'latitude': '9.614167', 'longitude': '-73.604444'}"
94,13/12/2013 12:00:00 a. m.,CORPOCESAR,ZM01 La Loma Centro,Manual,9.614167,-73.604444,20,CESAR,20250,EL PASO,Fija,24,PM2.5,µg/m3,12.75,"{'latitude': '9.614167', 'longitude': '-73.604444'}"
95,19/12/2013 12:00:00 a. m.,CORPOCESAR,ZM01 La Loma Centro,Manual,9.614167,-73.604444,20,CESAR,20250,EL PASO,Fija,24,PM2.5,µg/m3,14.74,"{'latitude': '9.614167', 'longitude': '-73.604444'}"
96,22/12/2013 12:00:00 a. m.,CORPOCESAR,ZM01 La Loma Centro,Manual,9.614167,-73.604444,20,CESAR,20250,EL PASO,Fija,24,PM2.5,µg/m3,14.67,"{'latitude': '9.614167', 'longitude': '-73.604444'}"
97,25/12/2013 12:00:00 a. m.,CORPOCESAR,ZM01 La Loma Centro,Manual,9.614167,-73.604444,20,CESAR,20250,EL PASO,Fija,24,PM2.5,µg/m3,20.46,"{'latitude': '9.614167', 'longitude': '-73.604444'}"
98,28/12/2013 12:00:00 a. m.,CORPOCESAR,ZM01 La Loma Centro,Manual,9.614167,-73.604444,20,CESAR,20250,EL PASO,Fija,24,PM2.5,µg/m3,21.21,"{'latitude': '9.614167', 'longitude': '-73.604444'}"
99,03/01/2014 12:00:00 a. m.,CORPOCESAR,ZM01 La Loma Centro,Manual,9.614167,-73.604444,20,CESAR,20250,EL PASO,Fija,24,PM2.5,µg/m3,20.5,"{'latitude': '9.614167', 'longitude': '-73.604444'}"
100,06/01/2014 12:00:00 a. m.,CORPOCESAR,ZM01 La Loma Centro,Manual,9.614167,-73.604444,20,CESAR,20250,EL PASO,Fija,24,PM2.5,µg/m3,20.17,"{'latitude': '9.614167', 'longitude': '-73.604444'}"
101,09/01/2014 12:00:00 a. m.,CORPOCESAR,ZM01 La Loma Centro,Manual,9.614167,-73.604444,20,CESAR,20250,EL PASO,Fija,24,PM2.5,µg/m3,10.71,"{'latitude': '9.614167', 'longitude': '-73.604444'}"
102,12/01/2014 12:00:00 a. m.,CORPOCESAR,ZM01 La Loma Centro,Manual,9.614167,-73.604444,20,CESAR,20250,EL PASO,Fija,24,PM2.5,µg/m3,12.98,"{'latitude': '9.614167', 'longitude': '-73.604444'}"
103,15/01/2014 12:00:00 a. m.,CORPOCESAR,ZM01 La Loma Centro,Manual,9.614167,-73.604444,20,CESAR,20250,EL PASO,Fija,24,PM2.5,µg/m3,23.17,"{'latitude': '9.614167', 'longitude': '-73.604444'}"
104,18/01/2014 12:00:00 a. m.,CORPOCESAR,ZM01 La Loma Centro,Manual,9.614167,-73.604444,20,CESAR,20250,EL PASO,Fija,24,PM2.5,µg/m3,19.96,"{'latitude': '9.614167', 'longitude': '-73.604444'}"
105,21/01/2014 12:00:00 a. m.,CORPOCESAR,ZM01 La Loma Centro,Manual,9.614167,-73.604444,20,CESAR,20250,EL PASO,Fija,24,PM2.5,µg/m3,20.46,"{'latitude': '9.614167', 'longitude': '-73.604444'}"
106,24/01/2014 12:00:00 a. m.,CORPOCESAR,ZM01 La Loma Centro,Manual,9.614167,-73.604444,20,CESAR,20250,EL PASO,Fija,24,PM2.5,µg/m3,17.98,"{'latitude': '9.614167', 'longitude': '-73.604444'}"
